Cycle,Supposed Position,Raw Angle,Filtered Angle,Field Status
27,120,31.135,31.145,0
27,150,1.329,1.338,0
27,180,331.238,331.249,0
27,210,300.839,300.817,0
27,240,270.637,270.659,0
27,270,240.458,240.469,0
27,300,210.037,210.038,0
27,330,179.967,179.988,0
28,0,150.282,150.293,0
28,30,120.542,120.553,0
28,60,90.802,90.824,0
28,90,61.007,61.024,0
28,120,31.102,31.129,0
28,150,1.34,1.329,0
28,180,331.26,331.255,0
28,210,300.839,300.817,0
28,240,270.648,270.648,0
28,270,240.458,240.472,0
28,300,210.037,210.034,0
28,330,180.011,179.988,0
29,0,150.293,150.301,0
29,30,120.564,120.557,0
29,60,90.824,90.818,0
29,90,61.051,61.019,0
29,120,31.113,31.124,0
29,150,1.329,1.337,0
29,180,331.271,331.259,0
29,210,300.85,300.825,0
29,240,270.648,270.659,0
29,270,240.469,240.48,0
29,300,210.07,210.04,0
29,330,180.022,179.997,0
30,0,150.293,150.293,0
30,30,120.542,120.553,0
30,60,90.835,90.824,0
30,90,61.018,61.029,0
30,120,31.135,31.133,0
30,150,1.34,1.328,0
30,180,331.249,331.247,0
30,210,300.828,300.817,0
30,240,270.67,270.657,0
30,270,240.524,240.485,0
30,300,210.037,210.048,0
30,330,180.011,180.001,0
31,0,150.304,150.304,0
31,30,120.575,120.556,0
31,60,90.835,90.824,0
31,90,61.029,61.022,0
31,120,31.135,31.122,0
31,150,1.329,1.329,0
31,180,331.249,331.243,0
31,210,300.817,300.808,0
31,240,270.67,270.659,0
31,270,240.48,240.474,0
31,300,210.07,210.048,0
31,330,179.978,180.002,0
32,0,150.282,150.303,0
32,30,120.564,120.553,0
32,60,90.813,90.814,0
32,90,61.029,61.018,0
32,120,31.124,31.124,0
32,150,1.318,1.33,0
32,180,331.249,331.252,0
32,210,300.828,300.819,0
32,240,270.659,270.662,0
32,270,240.491,240.485,0
32,300,210.048,210.053,0
32,330,180.0,179.991,0
33,0,150.293,150.287,0
33,30,120.531,120.542,0
33,60,90.813,90.813,0
33,90,61.029,61.025,0
33,120,31.135,31.125,0
33,150,1.34,1.34,0
33,180,331.26,331.251,0
33,210,300.817,300.822,0
33,240,270.659,270.656,0
33,270,240.48,240.487,0
33,300,210.004,210.048,0
33,330,180.0,179.992,0
34,0,150.304,150.292,0
34,30,120.542,120.552,0
34,60,90.824,90.814,0
34,90,61.04,61.028,0
34,120,31.124,31.124,0
34,150,1.318,1.329,0
