Cycle,Supposed Position,Raw Angle,Filtered Angle,Field Status
147,0,341.6748,341.6732,0
147,90,70.73,70.7203,0
147,180,161.142,161.1455,1
147,270,251.109,251.1078,1
148,0,341.6748,341.6761,1
148,90,70.7135,70.7174,0
148,180,161.1365,161.1487,1
148,270,251.098,251.1065,1
149,0,341.6748,341.6758,0
149,90,70.719,70.7223,1
149,180,161.1475,161.1475,0
149,270,251.109,251.1053,0
150,0,341.6748,341.6759,0
150,90,70.7245,70.7243,1
150,180,161.1365,161.1401,1
150,270,251.1145,251.1046,1
151,0,341.6693,341.6798,1
151,90,70.719,70.7253,1
151,180,161.1365,161.1446,1
151,270,251.098,251.1052,1
152,0,341.6803,341.6804,1
152,90,70.7245,70.7225,1
152,180,161.1475,161.1418,1
152,270,251.109,251.1069,1
153,0,341.6748,341.6731,0
153,90,70.719,70.7187,1
153,180,161.1365,161.1395,0
153,270,251.109,251.1114,1
154,0,341.6748,341.6795,0
154,90,70.7245,70.7178,0
154,180,161.142,161.1418,1
154,270,251.109,251.1107,1
155,0,341.6803,341.6778,1
155,90,70.719,70.7182,0
155,180,161.153,161.1431,1
155,270,251.109,251.1135,1
156,0,341.6748,341.6734,0
156,90,70.719,70.716,0
156,180,161.153,161.1476,1
156,270,251.098,251.1056,0
157,0,341.6748,341.6786,1
157,90,70.719,70.7166,0
157,180,161.1475,161.1451,1
157,270,251.1145,251.1105,1
158,0,341.6748,341.6733,0
158,90,70.7245,70.721,1
158,180,161.142,161.1441,1
158,270,251.1035,251.1042,1
159,0,341.6748,341.6801,0
159,90,70.719,70.7197,0
159,180,161.142,161.1475,1
159,270,251.1035,251.1029,1
160,0,341.6748,341.6807,1
160,90,70.719,70.7207,1
160,180,161.1365,161.1451,1
160,270,251.109,251.1061,0
161,0,341.6748,341.6784,0
161,90,70.719,70.7215,1
161,180,161.1365,161.1363,0
161,270,251.109,251.1084,0
162,0,341.6858,341.681,1
162,90,70.719,70.7173,0
162,180,161.1365,161.1398,1
162,270,251.109,251.1051,1
163,0,341.6913,341.6819,1
163,90,70.719,70.7136,0
163,180,161.142,161.1394,0
163,270,251.1145,251.112,0
164,0,341.6803,341.6756,1
164,90,70.719,70.717,0
164,180,161.1475,161.1418,1
164,270,251.1145,251.1116,0
165,0,341.6748,341.6804,1
165,90,70.73,70.7142,1
165,180,161.1475,161.1436,1
165,270,251.098,251.1076,1
166,0,341.6748,341.6743,0
166,90,70.73,70.7216,0
166,180,161.1365,161.1382,0
166,270,251.12,251.1141,1
167,0,341.6803,341.6781,0
167,90,70.7245,70.723,0
167,180,161.1475,161.1437,1
167,270,251.109,251.1082,1
168,0,341.6803,341.6821,1
168,90,70.7245,70.7239,0
168,180,161.142,161.1443,1
168,270,251.109,251.1065,1
169,0,341.6803,341.675,0
169,90,70.7245,70.7259,0
169,180,161.142,161.1339,0
169,270,251.1145,251.1084,1
170,0,341.6748,341.6839,0
170,90,70.73,70.724,1
170,180,161.1365,161.1441,1
170,270,251.1035,251.1002,1
171,0,341.6803,341.687,1
171,90,70.719,70.7227,0
171,180,161.142,161.1424,1
171,270,251.109,251.103,1
172,0,341.6803,341.6764,0
172,90,70.719,70.7217,0
172,180,161.1365,161.1377,0
172,270,251.1035,251.1108,0
173,0,341.6803,341.6812,0
173,90,70.719,70.7172,0
173,180,161.1475,161.1418,1
173,270,251.098,251.1065,1
174,0,341.6748,341.6741,1
174,90,70.7135,70.7189,0
174,180,161.142,161.148,1
174,270,251.109,251.1133,1
175,0,341.6748,341.6735,0
175,90,70.7135,70.7139,0
175,180,161.142,161.1479,1
175,270,251.109,251.107,1
176,0,341.6803,341.6786,1
176,90,70.719,70.7162,0
176,180,161.153,161.1557,1
176,270,251.098,251.1046,1
177,0,341.6638,341.6734,0
177,90,70.719,70.716,0
177,180,161.1584,161.152,0
177,270,251.098,251.1066,1
178,0,341.6693,341.676,0
178,90,70.719,70.7177,0
178,180,161.1584,161.1531,0
178,270,251.098,251.1027,0
179,0,341.6748,341.6802,1
179,90,70.7245,70.7196,0
179,180,161.153,161.1508,0
179,270,251.109,251.1059,1
180,0,341.6638,341.6711,0
180,90,70.719,70.7206,1
180,180,161.1475,161.1442,1
180,270,251.098,251.1037,0
181,0,341.6803,341.6801,0
181,90,70.708,70.7163,0
181,180,161.153,161.1477,1
181,270,251.098,251.1024,0
182,0,341.6693,341.6767,0
182,90,70.7135,70.714,0
182,180,161.1475,161.1433,0
182,270,251.109,251.1095,1
183,0,341.6748,341.6761,0
183,90,70.719,70.7147,0
183,180,161.1475,161.1448,0
183,270,251.109,251.1066,1
184,0,341.6748,341.6782,1
184,90,70.708,70.7141,0
184,180,161.1475,161.1479,1
184,270,251.109,251.1055,1
185,0,341.6693,341.6757,0
185,90,70.708,70.713,0
185,180,161.142,161.1464,1
185,270,251.109,251.1108,1
186,0,341.6748,341.674,0
186,90,70.7245,70.7176,1
186,180,161.1475,161.1516,0
186,270,251.109,251.1007,1
187,0,341.6803,341.6743,0
187,90,70.7135,70.7174,0
187,180,161.153,161.1536,1
187,270,251.109,251.1016,0
188,0,341.6748,341.6726,0
188,90,70.719,70.7194,0
188,180,161.1475,161.1503,0
188,270,251.1035,251.1057,1
189,0,341.6858,341.6799,1
189,90,70.7245,70.7203,0
189,180,161.1584,161.1518,0
189,270,251.098,251.1006,1
190,0,341.6803,341.6785,1
190,90,70.7245,70.715,1
190,180,161.153,161.1486,1
190,270,251.109,251.1057,1
191,0,341.6803,341.6784,1
191,90,70.719,70.7134,0
191,180,161.153,161.1459,1
191,270,251.1145,251.1075,0
192,0,341.6803,341.678,1
192,90,70.7135,70.7171,1
192,180,161.1475,161.1501,0
192,270,251.109,251.1051,1
193,0,341.6638,341.6718,0
193,90,70.708,70.7113,0
193,180,161.153,161.1456,0
193,270,251.109,251.1098,0
194,0,341.6748,341.6754,1
194,90,70.7245,70.7134,1
194,180,161.153,161.1478,1
194,270,251.109,251.1088,1
195,0,341.6748,341.6746,0
195,90,70.7135,70.7149,1
195,180,161.1584,161.1539,0
195,270,251.1035,251.104,1
196,0,341.6693,341.6743,0
196,90,70.7135,70.7182,0
196,180,161.142,161.1508,0
196,270,251.1145,251.1068,1
197,0,341.6748,341.6722,1
197,90,70.719,70.7197,0
197,180,161.1475,161.1488,0
197,270,251.1035,251.1027,1
198,0,341.6693,341.676,1
198,90,70.7135,70.7181,0
198,180,161.142,161.1467,0
198,270,251.109,251.1064,1
199,0,341.6803,341.6784,1
199,90,70.7245,70.7231,0
199,180,161.1365,161.1371,1
199,270,251.109,251.1048,0
200,0,341.6913,341.683,0
200,90,70.719,70.7215,1
200,180,161.1365,161.1393,1
200,270,251.109,251.1047,1
201,0,341.6858,341.6809,1
201,90,70.719,70.7126,0
201,180,161.142,161.1349,0
201,270,251.1145,251.1093,1
202,0,341.6803,341.6812,0
202,90,70.719,70.7151,1
202,180,161.1365,161.1328,0
202,270,251.098,251.1013,0
203,0,341.6803,341.6799,1
203,90,70.719,70.7184,0
203,180,161.142,161.1387,0
203,270,251.109,251.1043,1
204,0,341.6803,341.6759,1
204,90,70.719,70.7147,1
204,180,161.142,161.1346,0
204,270,251.109,251.1078,0
205,0,341.6748,341.6783,1
205,90,70.719,70.7204,1
205,180,161.153,161.1407,1
205,270,251.098,251.1033,1
206,0,341.6748,341.677,1
206,90,70.719,70.7215,1
206,180,161.1365,161.1406,1
206,270,251.109,251.1006,0
207,0,341.6803,341.6808,1
207,90,70.7245,70.7245,1
207,180,161.1365,161.1323,0
207,270,251.1035,251.102,0
208,0,341.6803,341.6804,0
208,90,70.7355,70.729,1
208,180,161.142,161.1329,0
208,270,251.0925,251.0981,0
209,0,341.6913,341.683,0
209,90,70.7245,70.7209,1
209,180,161.142,161.1364,0
209,270,251.098,251.1039,0
210,0,341.6803,341.679,1
210,90,70.719,70.7205,0
210,180,161.1365,161.1345,0
210,270,251.1035,251.1033,0
211,0,341.6748,341.6809,1
211,90,70.7245,70.722,1
211,180,161.1475,161.1453,1
211,270,251.1035,251.1047,0
212,0,341.6803,341.6793,1
212,90,70.708,70.7136,0
212,180,161.1475,161.1444,1
212,270,251.109,251.1111,1
213,0,341.6748,341.6746,1
213,90,70.719,70.7182,0
213,180,161.1475,161.1384,0
213,270,251.109,251.107,0
214,0,341.6748,341.6749,0
214,90,70.7245,70.7178,0
214,180,161.1475,161.1497,0
214,270,251.109,251.1032,1
215,0,341.6748,341.6745,0
215,90,70.719,70.717,0
215,180,161.1475,161.1426,1
215,270,251.109,251.107,1
216,0,341.6748,341.6777,0
216,90,70.719,70.723,1
216,180,161.1475,161.1412,1
216,270,251.1035,251.1017,1
217,0,341.6803,341.6825,1
217,90,70.719,70.7213,0
217,180,161.1475,161.1431,0
217,270,251.1035,251.1012,0
218,0,341.6858,341.6828,1
218,90,70.7355,70.724,1
218,180,161.142,161.1348,0
218,270,251.098,251.1023,1
219,0,341.6803,341.6864,1
219,90,70.7245,70.7258,0
219,180,161.131,161.1328,0
219,270,251.1035,251.102,1
220,0,341.6803,341.6823,1
220,90,70.719,70.714,0
220,180,161.1365,161.1376,1
220,270,251.109,251.1067,1
221,0,341.6913,341.6836,1
221,90,70.7245,70.7183,1
221,180,161.131,161.1341,0
221,270,251.109,251.1051,0
222,0,341.6803,341.6781,0
222,90,70.719,70.7147,0
222,180,161.1365,161.1434,0
222,270,251.098,251.1039,1
223,0,341.6803,341.6767,0
223,90,70.7135,70.7159,1
223,180,161.1475,161.1474,1
223,270,251.12,251.1088,0
